"","EmployeeID","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"151",151,4,4,1,3,3,52,"No","Travel_Rarely","Research & Development",12,3,"Medical",1,"Male",2,"Research Scientist","Married",48780,2,"Y",11,8,1,31,3,5,1,4
"152",152,1,3,3,2,3,42,"No","Travel_Frequently","Sales",10,3,"Marketing",1,"Female",2,"Healthcare Representative","Divorced",28370,2,"Y",13,8,1,19,0,5,0,2
"153",153,3,4,3,3,4,30,"No","Travel_Rarely","Sales",25,3,"Marketing",1,"Male",1,"Sales Executive","Single",24060,2,"Y",20,8,1,11,5,5,0,2
"154",154,1,1,1,3,3,60,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",22690,5,"Y",18,8,1,33,4,29,11,10
"155",155,3,3,2,2,3,46,"No","Travel_Rarely","Sales",19,4,"Marketing",1,"Female",1,"Sales Executive","Divorced",41080,2,"Y",14,8,0,19,5,10,0,8
"156",156,4,4,4,3,3,42,"No","Travel_Frequently","Research & Development",18,4,"Technical Degree",1,"Male",4,"Sales Executive","Married",132060,0,"Y",13,8,2,7,2,6,0,4
"157",157,1,2,3,2,3,24,"Yes","Travel_Rarely","Research & Development",27,2,"Medical",1,"Male",1,"Research Scientist","Single",104220,1,"Y",17,8,1,6,0,5,1,4
"158",158,4,3,2,3,4,34,"Yes","Travel_Frequently","Research & Development",5,3,"Medical",1,"Male",2,"Research Scientist","Divorced",137440,0,"Y",20,8,1,3,3,2,1,0
"159",159,4,4,3,3,3,38,"No","Travel_Frequently","Sales",3,3,"Marketing",1,"Female",2,"Sales Executive","Married",49070,1,"Y",11,8,1,1,3,1,0,0
"160",160,3,3,3,2,3,40,"No","Travel_Rarely","Sales",26,4,"Marketing",1,"Female",1,"Sales Executive","Married",34820,0,"Y",18,8,1,21,2,20,1,12
"161",161,1,4,1,4,4,26,"No","Travel_Rarely","Research & Development",3,2,"Medical",1,"Female",4,"Healthcare Representative","Divorced",24360,1,"Y",24,8,0,3,2,3,0,2
"162",162,3,4,1,2,3,30,"No","Non-Travel","Research & Development",15,3,"Medical",1,"Female",2,"Sales Executive","Married",23800,4,"Y",18,8,3,9,2,5,1,4
"163",163,2,3,3,3,3,29,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",3,"Manufacturing Director","Married",194310,1,"Y",11,8,0,10,3,10,0,7
"164",164,3,2,4,2,3,29,"Yes","Travel_Rarely","Research & Development",19,4,"Life Sciences",1,"Male",3,"Research Scientist","Married",17900,5,"Y",16,8,1,6,4,2,1,1
"165",165,1,4,4,3,3,19,"Yes","Travel_Rarely","Research & Development",4,3,"Medical",1,"Male",1,"Sales Executive","Single",76440,1,"Y",15,8,2,1,2,1,0,0
"166",166,3,1,3,3,3,30,"No","Non-Travel","Research & Development",2,4,"Life Sciences",1,"Female",3,"Research Scientist","Married",51310,0,"Y",15,8,1,10,2,9,7,8
"167",167,1,4,2,3,3,57,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",4,"Research Scientist","Divorced",63060,3,"Y",12,8,1,32,3,1,0,0
"168",168,2,3,3,3,3,50,"No","Travel_Rarely","Sales",10,4,"Life Sciences",1,"Female",3,"Manager","Married",47870,0,"Y",12,8,0,28,3,27,15,7
"169",169,3,4,2,3,4,30,"No","Non-Travel","Sales",10,2,"Life Sciences",1,"Male",3,"Laboratory Technician","Single",188800,0,"Y",22,8,1,12,3,11,6,7
"170",170,3,1,4,3,4,60,"No","Travel_Frequently","Research & Development",16,3,"Life Sciences",1,"Female",4,"Laboratory Technician","Married",23390,4,"Y",20,8,0,22,4,18,13,11
"171",171,1,4,3,2,3,47,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree",1,"Male",5,"Manufacturing Director","Divorced",135700,5,"Y",16,8,2,20,2,5,0,4
"172",172,1,3,1,2,4,46,"No","Travel_Rarely","Sales",4,1,"Technical Degree",1,"Male",1,"Laboratory Technician","Married",67120,6,"Y",21,8,1,26,3,3,0,1
"173",173,4,3,3,3,3,35,"No","Travel_Rarely","Research & Development",15,2,"Medical",1,"Female",2,"Laboratory Technician","Single",54060,0,"Y",12,8,1,6,2,5,4,3
"174",174,3,3,3,3,3,54,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",2,"Human Resources","Single",89380,7,"Y",11,8,3,19,2,1,0,0
"175",175,4,3,3,4,3,34,"No","Travel_Rarely","Sales",8,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Divorced",24390,3,"Y",11,8,2,14,2,7,5,7
"176",176,3,4,3,2,3,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",88370,2,"Y",18,8,0,15,3,3,1,2
"177",177,3,2,4,3,3,31,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",2,"Research Director","Divorced",53430,1,"Y",14,8,1,13,3,13,0,8
"178",178,2,3,4,2,4,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Female",4,"Research Director","Married",67280,7,"Y",22,8,0,15,2,7,7,7
"179",179,1,4,3,3,4,33,"Yes","Travel_Rarely","Sales",5,4,"Marketing",1,"Male",2,"Research Director","Divorced",66520,7,"Y",25,8,0,8,5,4,1,3
"180",180,4,2,3,3,3,30,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",48500,0,"Y",12,8,1,4,4,3,1,2
"181",181,4,3,3,1,4,35,"No","Travel_Rarely","Research & Development",12,2,"Medical",1,"Female",2,"Sales Representative","Married",28090,4,"Y",23,8,1,10,2,8,0,0
"182",182,1,3,3,2,3,31,"Yes","Travel_Frequently","Research & Development",22,2,"Medical",1,"Female",2,"Sales Executive","Married",56890,3,"Y",15,8,2,12,2,1,0,0
"183",183,2,1,3,4,4,34,"Yes","Travel_Frequently","Sales",17,1,"Marketing",1,"Male",1,"Research Director","Divorced",20010,9,"Y",22,8,1,11,5,3,0,2
"184",184,2,3,3,2,3,42,"No","Travel_Frequently","Research & Development",2,4,"Medical",1,"Female",1,"Research Scientist","Married",29770,4,"Y",15,8,3,8,3,2,2,0
"185",185,2,4,2,3,3,36,"No","Non-Travel","Research & Development",3,4,"Medical",1,"Male",1,"Research Scientist","Single",40250,1,"Y",11,8,0,10,3,10,9,7
"186",186,3,3,3,3,3,22,"Yes","Travel_Frequently","Research & Development",7,3,"Medical",1,"Female",2,"Laboratory Technician","Single",37850,5,"Y",13,8,2,4,2,2,1,2
"187",187,2,4,3,3,3,48,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",1,"Laboratory Technician","Married",108540,2,"Y",14,8,1,14,6,9,6,7
"188",188,1,2,3,3,3,55,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",1,"Sales Executive","Single",120310,3,"Y",11,8,0,37,5,10,7,7
"189",189,4,4,3,2,3,41,"No","Non-Travel","Research & Development",3,2,"Life Sciences",1,"Female",2,"Research Scientist","Single",99360,7,"Y",17,8,1,16,2,14,1,10
"190",190,2,3,3,2,3,35,"No","Travel_Rarely","Research & Development",22,3,"Medical",1,"Female",1,"Sales Representative","Married",29660,9,"Y",18,8,0,15,2,11,6,9
"191",191,2,3,3,3,3,40,"No","Travel_Rarely","Research & Development",15,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",25710,7,"Y",14,8,0,22,1,20,5,13
"192",192,3,3,3,3,3,39,"No","Travel_Frequently","Research & Development",12,1,"Medical",1,"Male",1,"Research Scientist","Married",99910,1,"Y",16,8,1,8,3,8,0,7
"193",193,2,4,4,2,3,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",3,"Research Director","Single",61420,4,"Y",13,8,2,10,2,6,0,5
"194",194,4,1,2,3,3,42,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",3,"Sales Executive","Married",53900,1,"Y",14,8,0,10,3,10,5,8
"195",195,4,2,4,3,4,45,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Female",4,"Sales Executive","Married",44040,0,"Y",23,8,0,9,2,8,3,7
"196",196,NA,3,2,3,3,26,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences",1,"Female",2,"Laboratory Technician","Divorced",59930,0,"Y",12,8,0,8,3,7,1,0
"197",197,4,4,4,2,3,29,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",1,"Research Scientist","Divorced",51300,4,"Y",11,8,0,8,3,3,1,2
"198",198,1,3,3,3,3,33,"No","Travel_Rarely","Research & Development",16,3,"Medical",1,"Female",1,"Laboratory Technician","Divorced",20900,4,"Y",16,8,0,10,2,6,0,5
"199",199,3,4,2,3,3,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",29090,9,"Y",14,8,2,10,2,5,0,1
"200",200,2,2,3,4,3,18,"Yes","Travel_Frequently","Research & Development",2,3,"Technical Degree",1,"Male",1,"Sales Executive","Single",34680,1,"Y",18,8,2,0,4,0,0,0
"201",201,3,1,3,2,3,40,"No","Non-Travel","Research & Development",1,4,"Technical Degree",1,"Female",2,"Laboratory Technician","Divorced",30680,3,"Y",19,8,0,20,3,1,0,1
"202",202,1,3,3,2,3,41,"No","Non-Travel","Research & Development",23,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Single",26700,2,"Y",15,8,2,10,2,8,0,7
"203",203,1,3,3,2,3,26,"No","Travel_Rarely","Research & Development",9,4,"Medical",1,"Male",3,"Healthcare Representative","Divorced",26930,5,"Y",17,8,3,8,3,0,0,0
"204",204,1,3,3,2,3,35,"No","Travel_Rarely","Research & Development",16,4,"Medical",1,"Male",2,"Human Resources","Single",95260,1,"Y",15,8,0,5,2,5,0,3
"205",205,4,4,3,2,3,34,"No","Travel_Rarely","Research & Development",26,3,"Medical",1,"Male",1,"Laboratory Technician","Single",52370,1,"Y",19,8,1,10,3,10,5,7
"206",206,3,4,1,1,4,26,"Yes","Travel_Rarely","Sales",1,3,"Marketing",1,"Female",2,"Manufacturing Director","Single",24260,1,"Y",22,8,0,1,3,1,0,0
"207",207,2,4,4,3,3,37,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",1,"Male",1,"Sales Executive","Single",41930,4,"Y",16,8,1,12,5,6,1,2
"208",208,1,3,2,3,3,46,"No","Travel_Frequently","Research & Development",4,1,"Medical",1,"Male",5,"Human Resources","Married",29110,5,"Y",13,8,0,28,3,2,1,2
"209",209,2,1,3,3,3,41,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences",1,"Male",1,"Research Director","Married",26610,7,"Y",14,8,1,22,2,18,11,8
"210",210,1,2,3,3,3,37,"No","Non-Travel","Research & Development",7,2,"Medical",1,"Male",1,"Sales Executive","Divorced",20280,1,"Y",16,8,1,9,3,9,7,7
"211",211,4,1,3,3,3,52,"No","Travel_Rarely","Sales",2,1,"Medical",1,"Male",1,"Laboratory Technician","Divorced",99800,NA,"Y",11,8,1,18,2,10,6,9
"212",212,4,3,3,2,4,32,"Yes","Non-Travel","Research & Development",7,2,"Life Sciences",1,"Female",2,"Research Director","Married",32980,8,"Y",22,8,0,6,4,4,1,2
"213",213,4,4,3,2,3,24,"No","Travel_Frequently","Sales",22,3,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",29350,0,"Y",14,8,2,3,5,2,2,1
"214",214,3,3,3,3,3,38,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Female",1,"Research Scientist","Married",154270,3,"Y",16,8,1,18,2,1,0,0
"215",215,2,2,2,3,3,37,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree",1,"Female",5,"Research Scientist","Married",39440,6,"Y",11,8,2,8,3,6,4,3
"216",216,4,3,3,1,3,49,"No","Travel_Rarely","Sales",21,1,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",40110,1,"Y",18,8,2,31,2,31,0,9
"217",217,2,4,3,2,3,24,"No","Travel_Rarely","Sales",1,3,"Marketing",1,"Female",1,"Sales Executive","Married",34070,1,"Y",15,8,2,6,2,6,1,4
"218",218,1,2,4,3,3,26,"No","Travel_Rarely","Research & Development",19,4,"Technical Degree",1,"Female",4,"Sales Executive","Married",119940,1,"Y",14,8,1,6,6,5,1,4
"219",219,4,2,3,1,3,24,"No","Travel_Rarely","Sales",7,3,"Medical",1,"Female",1,"Laboratory Technician","Married",12320,1,"Y",12,8,0,1,4,1,0,0
"220",220,1,2,3,3,3,50,"No","Travel_Frequently","Sales",2,2,"Marketing",1,"Male",1,"Sales Executive","Married",29600,1,"Y",14,8,3,32,2,32,10,7
"221",221,2,3,3,2,3,25,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Research Scientist","Married",190940,1,"Y",16,8,0,7,3,7,0,6
"222",222,1,3,3,3,4,24,"Yes","Travel_Frequently","Research & Development",2,3,"Medical",1,"Male",2,"Research Scientist","Married",39190,1,"Y",21,8,0,6,3,6,1,2
"223",223,2,1,4,3,3,30,"Yes","Travel_Frequently","Research & Development",9,3,"Other",1,"Male",2,"Healthcare Representative","Married",68250,1,"Y",14,8,0,1,2,1,0,0
"224",224,2,4,3,3,3,34,"No","Travel_Rarely","Sales",6,2,"Life Sciences",1,"Male",4,"Research Director","Married",102480,1,"Y",12,8,1,6,4,6,1,3
"225",225,2,1,1,2,3,31,"Yes","Travel_Rarely","Research & Development",9,1,"Medical",1,"Female",1,"Sales Representative","Divorced",189470,2,"Y",12,8,2,9,2,3,1,2
"226",226,1,4,3,3,3,35,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",5,"Sales Executive","Single",24960,4,"Y",17,8,3,9,3,3,0,2
"227",227,1,4,4,3,3,31,"No","Travel_Rarely","Sales",1,3,"Marketing",1,"Female",2,"Sales Executive","Divorced",64650,4,"Y",17,8,0,13,3,7,5,7
"228",228,1,3,2,3,3,27,"No","Travel_Rarely","Sales",22,4,"Medical",1,"Male",1,"Sales Representative","Divorced",22060,0,"Y",14,8,1,6,4,5,0,3
"229",229,4,3,2,3,3,37,"No","Travel_Rarely","Sales",9,4,"Marketing",1,"Female",2,"Laboratory Technician","Married",20860,4,"Y",14,8,0,17,3,3,1,0
"230",230,4,2,4,1,3,20,"No","Travel_Rarely","Research & Development",17,4,"Medical",1,"Female",1,"Sales Representative","Single",22930,1,"Y",13,8,2,1,3,1,0,0
"231",231,3,4,3,3,3,42,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",26450,1,"Y",15,8,0,10,5,10,2,2
"232",232,2,4,2,3,3,43,"No","Travel_Rarely","Research & Development",10,5,"Technical Degree",1,"Female",2,"Sales Executive","Divorced",26830,4,"Y",11,8,0,21,3,1,0,0
"233",233,3,1,2,4,3,38,"No","Travel_Rarely","Human Resources",2,4,"Medical",1,"Male",1,"Human Resources","Single",20140,3,"Y",17,8,1,8,5,0,0,0
"234",234,4,3,3,3,3,43,"No","Travel_Frequently","Sales",4,3,"Medical",1,"Female",2,"Healthcare Representative","Divorced",34190,3,"Y",11,8,1,10,5,8,4,7
"235",235,4,1,1,4,3,48,"No","Travel_Rarely","Research & Development",8,1,"Medical",1,"Male",2,"Laboratory Technician","Married",53760,7,"Y",13,8,1,21,3,3,0,2
"236",236,1,3,4,4,4,44,"No","Travel_Rarely","Sales",29,4,"Marketing",1,"Male",2,"Sales Executive","Single",19510,4,"Y",22,8,3,10,4,2,0,2
"237",237,3,3,3,2,4,34,"No","Travel_Rarely","Research & Development",13,4,"Life Sciences",1,"Female",1,"Laboratory Technician","Divorced",23410,1,"Y",20,8,2,8,3,8,0,6
"238",238,3,1,3,3,3,27,"Yes","Travel_Rarely","Sales",27,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",22930,0,"Y",18,8,0,5,0,4,0,2
"239",239,3,3,3,1,3,21,"No","Travel_Rarely","Sales",16,2,"Life Sciences",1,"Male",3,"Sales Executive","Single",87260,1,"Y",11,8,1,3,2,3,1,2
"240",240,4,4,4,3,3,44,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",40110,4,"Y",14,8,1,26,2,2,0,1
"241",241,1,3,3,2,3,22,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Female",2,"Laboratory Technician","Married",195450,0,"Y",14,8,0,3,3,2,2,2
"242",242,3,3,3,3,3,33,"No","Travel_Rarely","Sales",13,4,"Marketing",1,"Female",2,"Manufacturing Director","Divorced",45680,0,"Y",18,8,1,6,2,5,1,2
"243",243,1,4,2,3,3,32,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",30220,1,"Y",16,8,1,6,3,6,0,5
"244",244,3,3,3,3,3,30,"No","Travel_Frequently","Research & Development",4,5,"Technical Degree",1,"Male",3,"Manager","Divorced",57720,1,"Y",17,8,0,1,3,1,0,0
"245",245,4,1,4,2,3,53,"No","Travel_Rarely","Research & Development",24,3,"Other",1,"Female",3,"Manager","Single",22690,7,"Y",11,8,1,18,2,14,8,10
"246",246,2,4,2,3,3,34,"No","Travel_Rarely","Research & Development",1,5,"Medical",1,"Male",1,"Research Scientist","Married",53810,1,"Y",12,8,0,10,0,10,8,8
"247",247,1,1,3,3,3,45,"Yes","Travel_Frequently","Research & Development",19,4,"Life Sciences",1,"Male",3,"Research Director","Married",34410,2,"Y",13,8,1,5,5,1,0,0
"248",248,3,4,3,4,3,26,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",54540,1,"Y",13,8,1,3,5,3,0,2
"249",249,3,3,3,2,3,37,"No","Travel_Rarely","Research & Development",4,3,"Medical",1,"Male",1,"Manager","Married",98840,1,"Y",14,8,0,10,3,10,7,8
"250",250,2,3,2,3,3,29,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",41570,1,"Y",17,8,3,6,2,6,1,2
"251",251,2,4,3,3,3,35,"No","Travel_Rarely","Research & Development",10,5,"Medical",1,"Female",4,"Laboratory Technician","Single",134580,1,"Y",11,8,0,17,3,17,11,8
"252",252,3,4,1,3,4,33,"No","Travel_Frequently","Research & Development",8,3,"Technical Degree",1,"Male",2,"Laboratory Technician","Divorced",90690,3,"Y",25,8,1,15,3,13,4,7
"253",253,3,2,4,2,3,54,"No","Travel_Rarely","Research & Development",5,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",40140,2,"Y",19,8,1,16,4,9,7,1
"254",254,2,2,3,2,3,36,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",59150,2,"Y",13,8,1,13,3,3,0,2
"255",255,1,4,3,1,3,27,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Male",5,"Research Director","Single",59930,0,"Y",14,8,1,5,3,4,1,1
"256",256,4,3,3,2,3,20,"Yes","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",5,"Sales Representative","Single",61620,1,"Y",12,8,3,1,2,1,1,1
"257",257,1,1,3,3,3,33,"Yes","Travel_Frequently","Research & Development",15,4,"Medical",1,"Female",1,"Laboratory Technician","Single",24060,1,"Y",11,8,0,10,3,10,9,7
"258",258,3,3,3,4,3,35,"No","Non-Travel","Research & Development",2,1,"Medical",1,"Male",1,"Research Scientist","Married",187400,1,"Y",19,8,1,1,2,1,0,0
"259",259,1,1,4,3,3,23,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",76370,2,"Y",11,8,1,5,3,3,0,2
"260",260,4,2,3,3,3,25,"No","Travel_Rarely","Research & Development",11,3,"Medical",1,"Male",2,"Manufacturing Director","Married",100960,0,"Y",11,8,1,4,3,3,1,2
"261",261,4,4,3,2,4,38,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Male",5,"Research Scientist","Single",147560,0,"Y",20,8,1,8,3,7,0,5
"262",262,2,4,3,2,3,29,"No","Travel_Frequently","Sales",2,4,"Life Sciences",1,"Male",4,"Healthcare Representative","Divorced",64990,1,"Y",18,8,3,10,3,10,2,8
"263",263,2,2,3,4,3,48,"No","Travel_Rarely","Research & Development",16,3,"Technical Degree",1,"Male",1,"Sales Executive","Married",97240,3,"Y",13,8,0,12,2,2,2,2
"264",264,4,4,3,3,3,27,"No","Travel_Frequently","Sales",4,3,"Technical Degree",1,"Male",5,"Laboratory Technician","Divorced",21940,1,"Y",12,8,0,6,5,6,0,4
"265",265,4,4,3,4,3,37,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Male",3,"Manager","Single",33880,3,"Y",11,8,0,4,2,1,0,0
"266",266,4,3,3,4,3,50,"No","Travel_Rarely","Sales",5,3,"Medical",1,"Male",1,"Laboratory Technician","Married",54730,1,"Y",19,8,1,20,2,20,3,8
"267",267,4,2,4,3,4,34,"No","Travel_Rarely","Research & Development",18,1,"Medical",1,"Male",1,"Healthcare Representative","Single",27030,1,"Y",21,8,1,9,2,8,7,7
"268",268,1,3,3,1,3,24,"Yes","Travel_Rarely","Research & Development",17,2,"Life Sciences",1,"Female",1,"Healthcare Representative","Single",25010,9,"Y",12,8,0,4,3,2,2,0
"269",269,4,3,3,3,3,39,"No","Travel_Rarely","Research & Development",12,5,"Medical",1,"Female",1,"Sales Representative","Single",62200,1,"Y",14,8,2,20,2,20,11,10
"270",270,4,4,2,1,3,32,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",5,"Research Scientist","Single",30380,1,"Y",11,8,0,10,5,10,0,8
"271",271,2,3,3,2,3,50,"Yes","Travel_Frequently","Research & Development",4,2,"Medical",1,"Male",4,"Sales Representative","Married",44240,3,"Y",14,8,1,18,2,4,1,3
"272",272,2,4,2,2,3,38,"No","Travel_Rarely","Research & Development",9,4,"Life Sciences",1,"Male",1,"Sales Executive","Single",43120,0,"Y",12,8,1,10,2,9,1,8
"273",273,3,1,3,2,4,27,"No","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",5,"Research Scientist","Married",132450,1,"Y",23,8,1,9,3,9,0,7
"274",274,3,4,NA,3,3,32,"No","Travel_Rarely","Sales",1,3,"Medical",1,"Male",2,"Sales Executive","Single",136640,3,"Y",14,8,0,10,6,7,7,7
"275",275,4,1,3,3,3,47,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Female",5,"Sales Executive","Single",50210,2,"Y",17,8,0,20,3,7,1,7
"276",276,4,1,3,3,3,40,"No","Travel_Frequently","Research & Development",3,4,"Medical",1,"Female",3,"Human Resources","Married",51260,5,"Y",18,8,0,20,2,18,1,12
"277",277,3,3,3,3,3,53,"No","Travel_Rarely","Research & Development",7,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",28590,3,"Y",18,8,1,32,2,5,1,3
"278",278,2,4,2,3,4,41,"No","Travel_Rarely","Sales",6,3,"Medical",1,"Male",1,"Sales Executive","Divorced",102390,3,"Y",24,8,3,23,3,21,12,6
"279",279,1,1,3,4,4,60,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Female",5,"Laboratory Technician","Single",53290,8,"Y",20,8,0,10,3,2,2,2
"280",280,4,1,2,2,3,27,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",43250,1,"Y",14,8,0,9,2,9,1,7
"281",281,4,3,3,3,3,41,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Manufacturing Director","Married",72600,1,"Y",16,8,0,22,2,22,2,10
"282",282,4,2,3,4,4,50,"No","Travel_Rarely","Sales",9,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",23220,7,"Y",25,8,1,4,0,2,2,2
"283",283,1,2,3,2,3,28,"Yes","Travel_Rarely","Sales",2,4,"Life Sciences",1,"Male",3,"Research Scientist","Single",20750,7,"Y",18,8,3,10,0,7,3,7
"284",284,1,1,3,3,3,36,"No","Non-Travel","Research & Development",10,4,"Technical Degree",1,"Female",2,"Research Scientist","Married",41520,9,"Y",19,8,1,10,3,8,0,5
"285",285,3,3,4,3,3,38,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",3,"Manager","Single",96190,4,"Y",13,8,1,10,2,1,0,0
"286",286,1,3,3,2,3,44,"No","Non-Travel","Research & Development",8,2,"Life Sciences",1,"Male",1,"Research Scientist","Single",135030,2,"Y",12,8,0,9,6,5,1,4
"287",287,4,3,2,2,4,47,"No","Travel_Frequently","Research & Development",27,3,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",54410,9,"Y",22,8,1,28,6,22,11,13
"288",288,3,4,2,3,3,30,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences",1,"Male",2,"Sales Executive","Divorced",52090,7,"Y",14,8,1,10,3,8,7,7
